NMT;anio;mes;dia;tipo;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99
20;2020;1;28;E;59,6;67,4;62,7;57,5;51,4;47,7
24;2020;1;28;E;45,7;52,1;48,3;44,4;42,2;41,0
25;2020;1;28;E;66,9;70,5;67,9;66,4;64,3;61,6
26;2020;1;28;E;61,0;67,4;64,5;59,0;56,4;54,6
27;2020;1;28;E;60,5;71,3;65,0;51,7;48,4;46,6
28;2020;1;28;E;67,5;74,6;71,2;63,4;53,9;48,0
29;2020;1;28;E;55,6;64,7;60,2;50,1;42,2;36,3
30;2020;1;28;E;59,8;66,8;63,0;58,2;52,9;50,2
31;2020;1;28;E;63,5;72,5;68,2;58,3;52,3;49,4
47;2020;1;28;E;55,3;67,9;56,1;49,3;45,8;44,0
48;2020;1;28;E;63,7;69,5;66,7;62,9;56,7;53,8
50;2020;1;28;E;67,6;74,0;67,7;64,8;61,3;58,2
54;2020;1;28;E;61,6;67,9;64,5;60,5;54,4;48,2
55;2020;1;28;E;55,6;63,9;58,2;52,5;48,2;45,9
86;2020;1;28;E;58,3;67,1;60,7;53,7;47,5;44,8
1;2020;1;28;N;63,7;71,3;67,7;60,0;51,3;46,6
2;2020;1;28;N;66,8;72,5;69,0;62,7;56,2;52,3
3;2020;1;28;N;56,4;67,3;58,5;50,9;47,2;45,5
5;2020;1;28;N;52,3;62,1;56,5;47,0;40,4;39,1
6;2020;1;28;N;65,7;74,5;69,2;61,9;53,3;46,8
8;2020;1;28;N;62,2;71,0;66,0;59,1;49,7;44,4
10;2020;1;28;N;60,3;69,3;61,4;51,0;44,7;43,1
11;2020;1;28;N;60,4;70,0;64,8;53,6;43,9;40,5
12;2020;1;28;N;56,5;64,3;59,6;53,0;45,8;41,3
13;2020;1;28;N;48,3;58,0;52,1;43,0;38,7;37,4
14;2020;1;28;N;60,2;67,2;63,3;57,6;51,6;46,5
16;2020;1;28;N;56,6;66,8;61,6;47,0;39,3;37,0
17;2020;1;28;N;50,6;60,8;51,7;42,3;37,8;36,2
18;2020;1;28;N;47,8;58,7;50,5;41,0;38,8;38,1
19;2020;1;28;N;53,3;63,6;57,2;47,8;40,7;36,8
20;2020;1;28;N;52,1;63,3;54,9;45,9;40,8;39,4
24;2020;1;28;N;43,4;51,2;46,0;41,8;39,9;39,1
25;2020;1;28;N;62,2;68,2;65,8;60,7;52,6;44,4
26;2020;1;28;N;57,2;66,7;60,3;54,1;46,9;44,0
27;2020;1;28;N;55,9;69,8;54,4;43,3;37,0;35,2
28;2020;1;28;N;61,0;73,3;64,4;46,8;40,9;38,9
29;2020;1;28;N;51,0;63,7;53,2;37,6;33,9;33,1
30;2020;1;28;N;53,7;64,2;57,2;47,9;44,0;42,1
31;2020;1;28;N;53,0;65,6;53,0;46,6;42,8;41,2
47;2020;1;28;N;49,9;63,2;49,4;42,5;39,1;37,9
48;2020;1;28;N;57,4;64,5;61,2;55,3;47,9;43,0
50;2020;1;28;N;60,0;67,8;63,7;57,2;51,1;47,7
54;2020;1;28;N;52,7;63,3;57,4;42,9;37,4;36,1
55;2020;1;28;N;55,3;64,3;53,8;45,8;41,6;40,3
86;2020;1;28;N;50,1;62,1;51,9;42,3;38,6;37,1
1;2020;1;29;T;67,6;73,4;71,1;65,3;56,8;48,2
2;2020;1;29;T;69,4;76,3;71,3;68,1;59,9;53,8
3;2020;1;29;T;62,5;71,5;66,5;58,4;50,3;46,4
5;2020;1;29;T;66,2;78,1;68,2;58,8;43,5;40,2
6;2020;1;29;T;71,0;77,5;74,4;67,9;58,8;50,0
8;2020;1;29;T;66,2;72,7;69,3;64,7;56,0;46,3
10;2020;1;29;T;65,5;73,3;68,7;61,3;46,6;42,9
11;2020;1;29;T;67,4;73,6;70,4;66,4;48,2;39,6
12;2020;1;29;T;62,7;71,0;64,9;60,6;50,9;44,3
13;2020;1;29;T;61,6;70,1;65,6;55,8;40,0;37,2
14;2020;1;29;T;63,8;70,4;65,8;62,6;54,1;47,3
16;2020;1;29;T;61,8;68,5;65,5;60,2;42,4;37,4
17;2020;1;29;T;54,7;63,6;57,9;51,9;39,0;36,8
18;2020;1;29;T;57,4;68,6;58,9;50,7;41,1;40,1
19;2020;1;29;T;60,7;67,2;62,6;56,7;43,2;37,3
20;2020;1;29;T;59,8;67,1;62,3;56,7;42,2;39,5
24;2020;1;29;T;48,0;54,3;48,3;43,3;40,1;39,0
25;2020;1;29;T;66,1;70,4;68,4;66,2;57,1;46,9
26;2020;1;29;T;60,8;67,8;64,6;58,8;49,4;43,0
27;2020;1;29;T;60,8;71,7;65,4;50,7;38,6;34,4
28;2020;1;29;T;68,0;75,9;72,4;63,8;43,7;39,7
29;2020;1;29;T;55,7;64,5;60,2;50,8;33,9;32,9
30;2020;1;29;T;59,8;67,1;63,1;57,9;45,6;42,1
31;2020;1;29;T;62,2;72,3;67,2;54,9;43,8;41,0
47;2020;1;29;T;63,2;77,5;64,1;48,7;38,8;36,8
48;2020;1;29;T;63,2;69,9;66,6;61,9;53,3;45,4
50;2020;1;29;T;65,6;72,0;67,6;64,1;54,2;48,1
54;2020;1;29;T;60,4;67,0;63,9;59,0;40,2;37,4
55;2020;1;29;T;57,2;66,7;59,2;51,3;42,5;40,0
86;2020;1;29;T;56,5;66,3;60,6;52,3;38,5;36,1
1;2020;1;29;D;68,9;73,8;71,7;67,7;61,8;58,4
2;2020;1;29;D;70,8;77,3;71,9;69,4;66,3;63,5
3;2020;1;29;D;64,6;72,1;67,9;62,8;55,8;48,8
5;2020;1;29;D;68,9;79,2;74,6;61,7;57,4;53,8
6;2020;1;29;D;72,6;78,3;75,1;71,2;65,8;63,9
8;2020;1;29;D;67,6;73,3;70,0;66,0;63,2;60,7
10;2020;1;29;D;67,5;74,0;70,2;63,7;58,8;55,4
11;2020;1;29;D;69,2;74,8;71,1;68,4;64,3;60,0
12;2020;1;29;D;64,5;72,6;66,5;62,3;59,1;56,8
13;2020;1;29;D;64,3;70,7;67,3;62,7;54,9;49,7
14;2020;1;29;D;65,3;72,0;66,5;63,7;61,2;59,1
16;2020;1;29;D;63,4;69,1;66,3;62,5;55,6;48,5
17;2020;1;29;D;56,4;65,0;58,9;54,2;49,9;47,1
18;2020;1;29;D;59,3;70,3;61,0;54,1;48,1;44,6
19;2020;1;29;D;62,0;67,7;63,5;58,8;54,5;52,1
20;2020;1;29;D;61,5;68,6;63,3;58,8;55,5;52,2
24;2020;1;29;D;50,3;57,6;49,5;44,6;42,4;41,2
25;2020;1;29;D;67,5;70,8;68,8;67,3;65,6;64,1
26;2020;1;29;D;62,4;68,3;65,4;61,0;57,8;56,1
27;2020;1;29;D;62,6;72,4;67,3;55,4;48,5;45,8
28;2020;1;29;D;69,8;76,4;73,2;68,0;59,6;53,8
29;2020;1;29;D;57,5;65,1;61,3;54,8;48,5;44,6
30;2020;1;29;D;61,6;68,1;64,1;60,1;56,3;53,7
31;2020;1;29;D;64,0;73,0;68,8;58,6;52,8;50,3
47;2020;1;29;D;66,0;79,3;68,1;52,8;47,6;45,6
48;2020;1;29;D;64,4;69,6;67,0;63,8;56,8;54,1
50;2020;1;29;D;67,2;73,7;68,4;65,5;62,7;60,4
54;2020;1;29;D;61,9;67,5;64,6;61,1;57,2;53,7
55;2020;1;29;D;59,4;69,8;60,8;53,7;49,5;47,2
86;2020;1;29;D;58,5;67,2;62,0;55,5;50,4;48,1
1;2020;1;29;E;68,1;73,7;71,1;66,7;60,3;57,1
2;2020;1;29;E;69,5;76,0;70,9;68,2;64,7;61,5
3;2020;1;29;E;59,2;67,9;62,1;56,9;53,4;50,6
5;2020;1;29;E;59,9;66,1;62,6;58,6;53,7;49,6
6;2020;1;29;E;71,3;77,7;74,1;69,5;65,0;62,0
8;2020;1;29;E;66,1;72,6;69,1;64,9;61,3;55,5
10;2020;1;29;E;65,1;72,8;68,7;62,6;57,2;52,6
11;2020;1;29;E;67,3;72,7;70,0;66,8;60,5;54,0
12;2020;1;29;E;62,9;70,7;64,5;61,1;57,4;54,3
13;2020;1;29;E;56,2;63,9;58,7;54,3;48,0;43,4
14;2020;1;29;E;64,2;70,5;66,2;63,3;60,4;58,2
16;2020;1;29;E;61,9;67,7;65,1;61,1;52,2;44,9
17;2020;1;29;E;55,3;63,1;58,0;52,9;47,1;42,9
18;2020;1;29;E;57,9;71,0;57,8;51,5;45,2;42,3
19;2020;1;29;E;62,8;68,9;63,0;57,8;53,1;50,0
20;2020;1;29;E;60,9;66,5;62,3;57,0;50,9;46,5
24;2020;1;29;E;45,4;53,0;48,4;43,5;41,8;41,0
25;2020;1;29;E;66,5;70,1;67,8;66,2;64,3;62,0
26;2020;1;29;E;60,4;67,2;63,6;58,2;55,5;54,0
27;2020;1;29;E;59,9;70,4;64,4;50,5;45,7;43,4
28;2020;1;29;E;68,6;76,7;72,4;65,5;54,2;48,7
29;2020;1;29;E;54,9;64,3;59,7;49,6;40,9;34,8
30;2020;1;29;E;59,5;66,7;62,4;57,9;52,2;49,0
31;2020;1;29;E;63,3;72,1;68,2;57,9;52,1;49,4
47;2020;1;29;E;57,7;69,0;55,2;48,0;43,9;41,4
48;2020;1;29;E;63,6;69,3;66,4;62,9;56,7;53,9
50;2020;1;29;E;66,0;72,5;67,6;64,7;61,1;58,0
54;2020;1;29;E;61,8;67,8;64,4;60,3;54,0;47,2
55;2020;1;29;E;55,1;63,6;57,8;51,6;46,2;43,5
86;2020;1;29;E;56,3;65,9;60,1;52,4;46,4;43,3
1;2020;1;29;N;63,8;71,4;67,7;60,3;52,0;46,3
2;2020;1;29;N;65,4;72,3;68,9;62,8;56,2;52,1
3;2020;1;29;N;58,3;69,1;59,7;52,8;48,0;45,6
5;2020;1;29;N;52,4;62,5;56,6;47,2;41,0;39,7
6;2020;1;29;N;65,7;74,1;69,5;62,2;53,7;48,0
8;2020;1;29;N;62,5;71,1;66,4;59,6;50,5;44,5
10;2020;1;29;N;57,5;68,6;61,2;50,4;43,8;42,3
11;2020;1;29;N;61,6;69,8;65,2;54,2;42,2;38,6
12;2020;1;29;N;56,7;64,4;60,1;53,8;47,0;42,1
13;2020;1;29;N;49,0;59,0;52,8;42,9;38,1;36,6
14;2020;1;29;N;59,5;66,7;62,8;56,9;50,1;45,4
16;2020;1;29;N;56,8;66,8;61,8;47,7;39,0;36,6
17;2020;1;29;N;50,0;61,0;53,1;40,9;37,5;36,2
18;2020;1;29;N;47,7;57,9;50,7;41,9;40,2;39,2
19;2020;1;29;N;53,2;63,5;57,3;47,2;39,4;35,7
20;2020;1;29;N;51,8;62,7;54,6;45,8;40,3;39,2
24;2020;1;29;N;42,4;50,3;44,7;40,9;39,3;38,5
25;2020;1;29;N;61,8;68,1;65,5;60,2;51,3;43,9
26;2020;1;29;N;56,4;66,2;59,5;53,0;45,3;41,8
27;2020;1;29;N;55,8;69,4;53,8;42,1;35,8;33,7
28;2020;1;29;N;60,7;72,8;64,3;47,5;41,1;39,1
29;2020;1;29;N;50,6;63,1;53,7;36,1;33,2;32,3
30;2020;1;29;N;53,7;63,8;57,7;48,0;43,4;41,1
31;2020;1;29;N;51,9;63,5;52,2;45,7;42,0;40,2
47;2020;1;29;N;48,6;61,5;48,8;41,1;37,5;36,2
48;2020;1;29;N;60,1;70,7;63,2;56,8;48,4;43,9
50;2020;1;29;N;60,0;67,6;63,7;57,3;50,3;46,7
54;2020;1;29;N;52,6;63,0;57,3;43,6;38,4;37,1
55;2020;1;29;N;50,3;60,9;52,0;45,1;40,6;39,4
86;2020;1;29;N;49,3;61,6;51,7;41,5;36,7;35,6
1;2020;1;30;T;67,9;73,9;71,1;65,4;57,7;49,8
2;2020;1;30;T;69,9;78,0;71,5;68,2;60,7;54,4
3;2020;1;30;T;62,2;71,1;64,6;58,2;50,0;46,3
5;2020;1;30;T;61,0;70,4;63,8;58,4;44,0;39,9
6;2020;1;30;T;71,1;77,7;74,6;68,2;59,4;50,8
8;2020;1;30;T;66,4;73,3;69,6;65,0;56,1;46,5
10;2020;1;30;T;66,3;73,7;69,2;61,8;48,9;43,1
11;2020;1;30;T;67,9;73,9;70,6;66,5;48,6;39,5
12;2020;1;30;T;62,2;69,5;64,4;60,5;50,2;42,5
13;2020;1;30;T;61,8;70,5;66,3;55,2;39,4;36,2
14;2020;1;30;T;65,0;73,2;67,2;63,5;55,0;48,4
16;2020;1;30;T;61,9;68,1;65,4;60,3;40,9;35,1
17;2020;1;30;T;55,3;65,0;58,5;52,2;37,4;35,0
18;2020;1;30;T;56,1;66,8;59,1;50,9;39,4;38,1
19;2020;1;30;T;60,1;68,6;63,7;56,8;43,4;36,4
20;2020;1;30;T;60,8;70,8;63,2;56,8;41,6;38,6
24;2020;1;30;T;45,4;53,4;48,0;43,6;39,8;39,0
25;2020;1;30;T;66,2;70,4;68,5;66,3;57,9;47,4
26;2020;1;30;T;61,3;67,7;64,7;59,2;49,6;43,1
27;2020;1;30;T;60,9;71,7;65,5;51,3;37,3;32,8
28;2020;1;30;T;67,9;75,7;72,3;63,6;41,2;38,2
29;2020;1;30;T;56,5;65,4;61,3;51,0;33,9;32,6
30;2020;1;30;T;60,0;67,2;63,2;58,2;43,6;39,1
31;2020;1;30;T;62,4;72,5;67,3;55,1;43,0;39,7
47;2020;1;30;T;62,8;75,7;64,5;49,5;38,7;36,5
48;2020;1;30;T;63,0;68,9;66,5;61,8;53,0;45,0
50;2020;1;30;T;66,4;73,0;68,0;64,4;54,9;48,3
54;2020;1;30;T;60,5;66,9;64,0;59,2;40,6;38,1
55;2020;1;30;T;58,9;64,4;59,0;51,5;42,3;39,5
86;2020;1;30;T;56,9;66,7;60,8;52,5;38,4;36,1
1;2020;1;30;D;68,8;73,9;71,6;67,4;61,4;58,5
2;2020;1;30;D;71,5;80,5;72,5;69,4;66,4;63,6
3;2020;1;30;D;64,0;71,5;66,2;60,6;55,7;49,3
5;2020;1;30;D;62,8;71,5;65,0;60,5;56,8;53,4
6;2020;1;30;D;72,5;78,0;75,2;71,3;65,9;63,8
8;2020;1;30;D;67,8;74,4;70,4;66,3;63,4;61,0
10;2020;1;30;D;68,0;74,4;70,6;64,2;59,0;55,4
11;2020;1;30;D;69,6;75,1;71,2;68,3;64,2;60,0
12;2020;1;30;D;63,3;70,1;65,0;62,0;58,9;56,6
13;2020;1;30;D;64,6;71,7;68,1;63,0;53,6;49,1
14;2020;1;30;D;66,6;74,9;68,3;65,0;62,4;60,5
16;2020;1;30;D;63,4;68,7;66,0;62,5;55,6;48,1
17;2020;1;30;D;56,2;64,7;58,9;54,0;49,6;46,1
18;2020;1;30;D;58,2;68,5;61,1;54,0;47,7;43,4
19;2020;1;30;D;61,9;69,5;65,2;59,2;54,8;52,2
20;2020;1;30;D;62,9;71,5;65,3;59,0;55,4;52,1
24;2020;1;30;D;46,5;54,6;48,9;44,5;42,3;41,2
25;2020;1;30;D;67,5;70,8;68,9;67,3;65,7;64,1
26;2020;1;30;D;63,0;68,0;65,6;61,3;58,2;56,4
27;2020;1;30;D;62,5;72,4;67,2;54,9;48,8;46,1
28;2020;1;30;D;69,6;76,1;73,2;67,7;59,2;53,4
29;2020;1;30;D;58,5;66,0;62,6;55,4;48,5;44,7
30;2020;1;30;D;61,7;68,0;64,0;60,3;56,6;54,0
31;2020;1;30;D;64,2;73,1;68,8;58,6;53,1;51,1
47;2020;1;30;D;65,5;77,2;69,7;53,0;48,0;46,0
48;2020;1;30;D;64,4;70,0;67,1;63,9;57,1;54,3
50;2020;1;30;D;68,0;74,7;69,0;65,8;63,1;60,9
54;2020;1;30;D;62,1;67,5;64,7;61,1;57,1;53,7
55;2020;1;30;D;61,3;65,6;60,4;53,8;49,9;47,6
86;2020;1;30;D;58,7;67,5;62,1;55,8;50,3;47,3
1;2020;1;30;E;67,9;73,9;71,0;66,4;60,6;57,4
2;2020;1;30;E;69,0;75,8;70,9;68,2;64,8;61,7
3;2020;1;30;E;59,9;68,5;62,7;57,7;54,2;52,0
5;2020;1;30;E;60,7;66,5;62,9;58,9;54,4;50,4
6;2020;1;30;E;71,6;77,7;74,4;69,9;65,5;63,1
8;2020;1;30;E;66,5;72,3;69,2;65,2;62,2;58,9
10;2020;1;30;E;65,6;73,0;68,8;62,8;58,1;54,6
11;2020;1;30;E;68,4;74,0;70,7;67,6;62,3;56,7
12;2020;1;30;E;63,4;71,9;64,9;61,5;57,9;54,7
13;2020;1;30;E;55,7;63,2;58,3;53,8;48,6;44,8
14;2020;1;30;E;65,2;72,8;66,5;63,3;60,4;58,2
16;2020;1;30;E;62,6;67,9;65,3;61,4;52,5;45,8
17;2020;1;30;E;58,1;67,4;61,4;55,0;49,9;44,4
18;2020;1;30;E;55,3;64,0;58,6;52,4;44,7;41,5
19;2020;1;30;E;60,0;68,0;63,2;57,3;53,4;51,0
20;2020;1;30;E;59,7;67,8;62,6;57,2;51,6;47,5
24;2020;1;30;E;45,9;53,1;48,4;44,5;43,0;42,0
25;2020;1;30;E;66,7;70,2;67,9;66,4;64,7;62,1
26;2020;1;30;E;60,8;67,0;63,9;58,9;56,5;55,0
27;2020;1;30;E;60,7;71,2;65,3;52,5;48,1;46,2
28;2020;1;30;E;68,3;76,5;72,4;65,1;54,4;47,4
29;2020;1;30;E;55,7;64,9;60,3;50,1;42,1;37,4
30;2020;1;30;E;59,6;66,4;62,7;58,2;52,2;49,1
31;2020;1;30;E;63,4;72,2;68,3;57,8;52,1;48,9
47;2020;1;30;E;56,1;68,5;55,8;49,3;46,4;45,1
48;2020;1;30;E;63,6;68,5;66,4;63,3;57,3;54,6
50;2020;1;30;E;67,0;72,5;67,7;64,9;61,8;59,0
54;2020;1;30;E;61,6;67,3;64,4;60,8;55,4;49,2
55;2020;1;30;E;54,8;62,6;57,7;51,7;47,2;44,9
86;2020;1;30;E;57,3;67,0;60,9;53,3;47,3;44,0
1;2020;1;30;N;66,1;73,5;68,9;61,2;53,1;47,6
2;2020;1;30;N;65,7;72,4;69,1;63,5;56,9;53,1
3;2020;1;30;N;58,3;69,6;59,5;52,0;47,8;45,5
5;2020;1;30;N;54,6;62,6;57,0;47,8;40,9;39,2
6;2020;1;30;N;66,0;74,3;69,8;62,7;54,2;48,6
8;2020;1;30;N;62,6;71,2;66,4;59,5;50,4;44,6
10;2020;1;30;N;61,9;70,0;63,0;53,0;44,8;42,4
11;2020;1;30;N;60,7;69,8;65,1;54,1;42,4;38,3
12;2020;1;30;N;58,0;64,4;59,8;53,2;45,6;40,4
13;2020;1;30;N;48,6;58,4;52,3;42,4;37,2;35,7
14;2020;1;30;N;59,9;67,0;63,5;57,9;51,2;47,0
16;2020;1;30;N;56,6;66,5;61,4;47,5;36,5;34,4
17;2020;1;30;N;48,4;58,7;50,7;39,6;35,7;34,3
18;2020;1;30;N;47,6;58,5;50,7;41,0;38,4;38,0
19;2020;1;30;N;54,2;63,9;57,1;47,1;39,1;34,8
20;2020;1;30;N;51,6;62,5;54,6;45,1;39,5;38,2
24;2020;1;30;N;42,2;51,0;44,2;40,6;39,2;38,5
25;2020;1;30;N;62,1;67,8;65,7;60,8;52,6;43,2
26;2020;1;30;N;56,4;66,0;59,5;53,4;45,5;41,9
27;2020;1;30;N;55,6;69,4;53,2;40,5;34,2;32,2
28;2020;1;30;N;60,8;72,7;64,4;46,6;38,9;37,7
29;2020;1;30;N;50,2;62,7;52,8;36,3;33,2;32,2
30;2020;1;30;N;54,8;64,4;57,6;46,5;40,5;38,3
31;2020;1;30;N;52,6;65,8;51,5;45,0;40,9;39,1
47;2020;1;30;N;48,1;60,7;47,4;40,4;37,3;36,1
48;2020;1;30;N;58,2;65,0;62,1;56,2;48,3;43,1
50;2020;1;30;N;60,7;68,0;63,9;57,9;50,8;46,6
54;2020;1;30;N;52,8;63,1;57,2;44,2;38,9;37,4
55;2020;1;30;N;51,2;62,4;52,2;44,9;40,3;39,1
86;2020;1;30;N;48,9;61,6;50,5;40,8;36,6;35,4
1;2020;1;31;T;67,4;73,4;70,8;65,5;58,6;52,3
2;2020;1;31;T;70,2;80,0;71,7;68,2;62,1;56,1
3;2020;1;31;T;63,2;71,3;66,1;59,4;52,2;48,1
5;2020;1;31;T;60,0;66,9;62,9;58,6;45,9;40,9
6;2020;1;31;T;71,1;77,8;74,2;68,3;62,3;54,8
8;2020;1;31;T;66,4;72,8;69,3;64,7;58,2;48,8
10;2020;1;31;T;65,4;73,2;68,8;61,6;49,8;44,8
11;2020;1;31;T;67,8;73,9;70,4;66,5;53,7;42,8
12;2020;1;31;T;64,1;73,9;65,0;60,8;52,8;45,7
13;2020;1;31;T;60,4;69,0;65,4;54,5;40,9;37,4
14;2020;1;31;T;64,0;70,6;65,9;62,8;55,2;48,8
16;2020;1;31;T;61,7;68,0;65,2;60,3;43,7;37,1
17;2020;1;31;T;55,6;65,4;58,7;52,2;40,2;35,9
18;2020;1;31;T;60,6;69,0;60,8;52,9;39,3;37,9
19;2020;1;31;T;61,2;67,8;62,6;56,6;45,5;39,7
20;2020;1;31;T;59,9;68,0;62,7;57,2;43,3;39,9
24;2020;1;31;T;45,0;52,5;47,5;43,5;40,8;39,2
25;2020;1;31;T;67,6;70,7;68,5;66,4;58,1;48,2
26;2020;1;31;T;60,8;67,4;64,3;58,7;49,9;43,5
27;2020;1;31;T;61,0;71,6;65,7;51,5;38,1;33,6
28;2020;1;31;T;68,1;75,5;72,3;63,9;44,8;39,5
29;2020;1;31;T;56,2;64,9;60,9;51,3;34,2;33,0
30;2020;1;31;T;59,3;66,8;62,7;57,3;45,7;42,0
31;2020;1;31;T;62,7;72,4;67,7;55,0;44,2;41,1
47;2020;1;31;T;54,1;65,9;55,6;48,7;39,2;37,1
48;2020;1;31;T;63,2;69,4;66,4;62,2;55,5;49,1
50;2020;1;31;T;65,5;71,8;67,3;64,1;56,7;50,8
54;2020;1;31;T;60,4;67,0;63,9;59,2;40,8;36,9
55;2020;1;31;T;57,8;64,6;59,2;51,3;43,2;40,1
86;2020;1;31;T;57,0;66,5;60,8;52,8;40,0;36,5
1;2020;1;31;D;68,2;73,8;71,3;66,9;61,4;58,3
2;2020;1;31;D;71,5;81,4;72,9;69,2;66,2;63,5
3;2020;1;31;D;65,1;72,3;67,2;62,0;56,0;51,1
5;2020;1;31;D;61,5;67,7;63,6;60,1;56,9;53,8
6;2020;1;31;D;72,5;79,0;74,9;70,9;65,5;63,1
8;2020;1;31;D;67,6;73,3;69,9;65,8;62,9;60,3
10;2020;1;31;D;66,6;73,9;70,1;63,9;59,0;55,6
11;2020;1;31;D;69,5;74,8;71,0;68,3;64,2;60,0
12;2020;1;31;D;64,9;74,9;66,0;62,3;59,3;57,2
13;2020;1;31;D;62,9;69,6;66,8;60,5;51,9;48,1
14;2020;1;31;D;65,3;72,4;66,7;63,9;61,3;59,1
16;2020;1;31;D;63,1;68,7;65,8;62,3;56,0;48,7
17;2020;1;31;D;56,2;64,3;58,9;54,2;49,8;47,1
18;2020;1;31;D;58,5;69,0;60,9;54,4;48,1;43,3
19;2020;1;31;D;62,6;68,7;63,5;58,7;54,5;51,8
20;2020;1;31;D;61,3;68,5;63,5;59,1;55,7;52,2
24;2020;1;31;D;45,8;52,8;48,2;44,3;42,3;41,2
25;2020;1;31;D;69,4;71,2;68,9;67,2;65,6;64,1
26;2020;1;31;D;62,4;67,9;65,1;60,6;57,5;56,0
27;2020;1;31;D;62,7;72,4;67,4;55,6;48,6;46,1
28;2020;1;31;D;70,1;76,1;73,3;68,3;59,9;54,2
29;2020;1;31;D;58,1;65,6;62,0;55,5;49,1;45,3
30;2020;1;31;D;61,1;67,6;63,8;59,8;55,8;53,1
31;2020;1;31;D;64,3;73,0;69,0;59,0;51,6;48,8
47;2020;1;31;D;55,7;66,9;57,5;50,7;47,3;45,3
48;2020;1;31;D;64,1;69,6;66,8;63,7;57,3;54,6
50;2020;1;31;D;66,8;72,8;67,8;65,2;62,6;60,4
54;2020;1;31;D;61,9;67,6;64,6;61,0;56,9;52,9
55;2020;1;31;D;59,9;65,2;60,5;53,6;49,3;46,8
86;2020;1;31;D;58,9;67,4;62,2;56,1;50,2;46,8
1;2020;1;31;E;67,8;73,6;70,6;66,6;61,0;58,0
2;2020;1;31;E;70,5;76,3;70,9;68,4;65,5;62,8
3;2020;1;31;E;61,6;69,7;63,6;59,6;56,9;55,1
5;2020;1;31;E;61,1;67,4;63,7;59,9;55,9;51,9
6;2020;1;31;E;71,3;77,8;74,1;69,6;65,4;63,1
8;2020;1;31;E;66,2;72,6;68,9;64,7;61,7;58,6
10;2020;1;31;E;66,6;72,5;68,6;62,4;57,3;52,7
11;2020;1;31;E;68,0;75,2;70,0;66,9;62,1;58,0
12;2020;1;31;E;63,8;74,1;65,2;61,7;58,5;56,1
13;2020;1;31;E;57,2;64,8;59,3;54,9;49,8;45,3
14;2020;1;31;E;64,6;70,5;65,9;63,5;61,3;59,1
16;2020;1;31;E;61,9;67,7;65,1;60,9;53,2;46,1
17;2020;1;31;E;59,2;68,9;62,6;54,9;47,9;42,0
18;2020;1;31;E;61,7;71,9;64,6;57,6;52,3;48,1
19;2020;1;31;E;62,9;68,7;62,8;57,5;52,7;48,8
20;2020;1;31;E;61,3;70,0;63,3;58,1;52,6;48,3
24;2020;1;31;E;45,4;53,4;48,0;43,7;41,7;40,6
25;2020;1;31;E;66,9;69,9;68,2;66,7;65,0;63,1
26;2020;1;31;E;60,4;66,8;63,6;58,5;56,1;54,4
27;2020;1;31;E;61,0;70,9;65,2;54,1;46,0;41,5
28;2020;1;31;E;67,7;74,3;71,1;64,0;55,1;48,6
29;2020;1;31;E;55,4;64,2;59,7;49,8;43,1;37,8
30;2020;1;31;E;58,7;66,1;61,1;56,9;50,9;47,3
31;2020;1;31;E;64,3;72,5;68,7;59,9;51,8;48,3
47;2020;1;31;E;55,1;66,9;56,6;49,5;44,4;42,0
48;2020;1;31;E;63,6;68,7;66,3;63,1;58,0;54,9
50;2020;1;31;E;65,7;72,3;67,4;64,6;61,5;59,2
54;2020;1;31;E;61,6;67,4;64,2;60,7;56,3;51,9
55;2020;1;31;E;55,5;64,6;58,3;51,2;46,8;44,5
86;2020;1;31;E;56,7;65,8;60,2;53,4;46,5;43,4
1;2020;1;31;N;65,4;72,4;69,3;62,1;55,1;50,8
2;2020;1;31;N;66,8;73,4;69,7;64,6;58,6;54,8
3;2020;1;31;N;58,6;69,3;60,8;54,3;49,8;47,0
5;2020;1;31;N;53,9;63,8;57,7;49,5;42,3;40,2
6;2020;1;31;N;67,7;75,0;71,1;64,9;58,0;52,2
8;2020;1;31;N;63,6;71,4;67,3;61,2;52,8;46,7
10;2020;1;31;N;61,1;69,9;63,0;53,7;46,2;44,1
11;2020;1;31;N;62,1;70,7;66,7;57,8;47,2;40,7
12;2020;1;31;N;59,5;65,6;60,5;55,2;48,9;43,9
13;2020;1;31;N;49,7;59,4;53,2;43,8;38,6;36,8
14;2020;1;31;N;59,8;66,8;63,2;57,8;51,4;47,2
16;2020;1;31;N;57,2;66,8;62,2;49,6;38,8;36,2
17;2020;1;31;N;47,8;57,9;51,4;42,7;37,5;35,2
18;2020;1;31;N;62,0;58,6;50,7;40,9;38,3;37,3
19;2020;1;31;N;53,7;63,4;57,2;48,6;41,9;38,0
20;2020;1;31;N;54,3;64,3;56,1;47,1;40,7;39,3
24;2020;1;31;N;43,2;50,2;45,8;41,9;39,7;39,1
25;2020;1;31;N;62,2;67,9;65,7;60,9;52,9;44,6
26;2020;1;31;N;56,8;66,2;60,3;54,1;45,8;42,2
27;2020;1;31;N;55,8;69,4;54,2;42,0;35,0;33,0
28;2020;1;31;N;61,1;72,8;64,9;48,9;41,2;38,7
29;2020;1;31;N;50,4;62,9;53,1;36,6;33,3;32,5
30;2020;1;31;N;54,9;64,8;58,5;48,9;43,3;41,1
